,last_name,sentence,article_id,race
10835,haggan,,2017_342,white
10836,cox,her sister jennifer also came over as art director manager on other hand is new,2017_1366,white
10837,murphy,texted copy lawsuit that intended to file in florida alleging shot him months earlier after two argued at miami night club,2017_487,white
10838,ms,” wrote “the press cannot be so readily controlled or even influenced by government because importance its independence and need to avoid chilling effect on its mission ”wigler would reconsider if circumstances change “if during trial additional facts and circumstances arise that this court did not consider and that state believes in good faith constitute ‘manifestly compelling’ need for whiteside’s testimony,2017_799,white
10839,castillo,in another telling case brookline returned home on monday afternoon last august to find 27 year old on department mental watch list for “problematic sexual behavior” and “significant violent behavior ” hiding under bed according to court files and state records obtained by,2017_1575,white
10840,gessen,she says she initially intended to create single program new event which will include readings by university’s masha and many others,2017_1004,white
10841,trump,but his odds have seemed even longer in recent as has found national stage as progressive big city mayor opposing president,2017_606,white
10842,bradley,but pointed to ballistics evidence that contradicted bradley’s account being shot inside vehicle,2017_90,white
10843,macdonnell,liberty mutual foundation president melissa plans for installing modern storefront at street level that will showcase retail bookstore as well as warehouse facility where teens manage logistics 10 000 foot space will also have room for community events that can be rented and is big enough to host film festival,2017_17,white
10844,hernandez,terms settlement were not disclosed is already serving sentence for june 2013 fatal shooting odin,2017_1447,white
10845,higgins,“cut water off ” other workers told that and were pinned by dirt and debris that gave,2017_946,white
10846,hammond,but she has learned from watching elder that focusing on others and building relationships are powerful tools for prodding people to change “a huge part her ministry is investing in people so they can realize who they’re supposed to be ” younger,2017_1715,white
10847,hernandez,transcript lamented fact that cannot tell his mother things because does not find her trustworthy “there’s so many things,2017_1284,white
10848,frangieh,leaves his south end apartment and walks over to equinox fitness in back where trains for marathon after logging his on treadmill then on foot to tremont street to prepare for biggest moment his career year ago was running fledgling nonprofit theater company out his living room now,2017_779,white
10849,dorchester,if does testify would be second high profile member organization to appear for prosecutors in murder case against is already serving sentence for june 2013 slaying odin 27,2017_868,white
10850,metz,surfaced briefly wednesday night when allegedly carjacked and,2017_600,white
10851,lloyd,was shielded by court officer once promising athlete is already serving sentence for june 2013 fatal shooting odin 27 year old man who dated sister hernandez’s fiancée,2017_1205,white
10852,wyman,“it brings priests in touch with daily lives everyone ” matthew 22 providence “as millennial catholic struggle with fact that priests don’t know what it’s like to be rather than parish ”,2017_1457,white
10853,bradley,,2017_1794,white
10854,hernandez,she 27 has pleaded not guilty to two counts murder for drive by shootings and safiro in boston’s south end in july 2012,2017_1441,white
10855,hernandez,defense claims admitted drug dealer currently jailed in connecticut for shooting hartford club in 2014 shot and over drug deal and that someone else shot over another botched drug sale is already serving sentence for june 2013 fatal shooting odin 27 year old man who was dating sister hernandez’s fiancee at time his death state’s highest court will automatically review hernandez’s first degree murder conviction in case at later date after court adjourned tuesday remained at defense table and in silence from notepad for couple minutes while his lawyers stood and formed semi circle around him,2017_1384,white
10856,luther,“we’re going to look into proper honoring and everything stood for,2017_1076,white
10857,ortega,nsouth end activists praised ortega’s selection saying it embraced history and energy neighborhood,2017_1438,hispanic
10858,locke,as did with first group prospective jurors tuesday judge on wednesday explained allegations against stressed that is presumed innocent unless prosecutors can prove charges beyond reasonable doubt and ordered jury pool to avoid outside media coverage and discussion about case nlocke placed particular emphasis on web searches,2017_721,white
10859,hernandez,”when stepped down tapped his chest as walked by in gesture solidarity,2017_90,white
10860,hernandez,before had returned from brief recess with cookie for convicted killer cordially patted on back as enjoyed late morning snack jury selection is scheduled to resume on monday and pretrial motion hearing is scheduled for tuesday opening statements in trial are scheduled for wednesday,2017_565,white
10861,safira,” from witness stand neusa,2017_639,white
10862,cook,in 1993 it relaunched as cook’s illustrated and cook’s country magazine joined fold in 2004,2017_1366,white
10863,bradley,has also pleaded not guilty to witness intimidation charge for allegedly shooting his former friend and marijuana supplier in february 2013 in florida in effort to silence him about killings told jurors on tuesday morning that to convict on intimidation charge prosecutors must prove that shot since government offered evidence that another person riding in suv with two men pulled trigger at hernandez’s request was responding to question jurors submitted monday afternoon asking if can “be found guilty if we find indirectly willfully threatened or caused physical injury to ” nthat question followed earlier inquiry from jurors on friday regarding immunized jury had asked “if immunized witness provides specific testimony that we believe would give enough evidence for conviction we have to have corroborating evidence for that specific piece testimony ”locke told jurors that defendant cannot be convicted solely on word immunized witness and that additional evidence must corroborate at least one element charged offense told jurors was driving hernandez’s toyota 4runner when athlete reached across him and fatally shot and as they sat in bmw at stop,2017_1384,white
10864,gill,also has investors whom declines to name non any given you might find director education rosemary leading classes in front test either for paying customers or for charity with big sister association greater or and girls clubs,2017_1366,api
10865,de,hearing is scheduled for 2 in court tthe families and safiro filed suit against who was acquitted in april on charges killing men in drive by shooting in 2012 in boston’s south end,2017_198,api
10866,hernandez,concerns reporter who wrote about hernandez’s tattoos for usa today in 2009 tthe district attorney’s office which is prosecuting had served new jersey prosecutors with interstate subpoena to compel to testify as government witness officials in determined that whiteside’s interview showed that his tattoos “told story his and like autobiography,2017_799,white
10867,anthony,told jury pool it was “my privilege” to introduce whereas on tuesday had it was “my honor ”baez flashy lawyer based in florida is stranger to limelight his former clients include woman acquitted in 2011 charge murdering her 2 year old daughter jury selection in case resumes thursday,2017_721,white
10868,de,court judge will address several pretrial matters monday in double murder case against before jury selection begins tuesday jury selection was initially scheduled to start monday but was postponed due to bad weather thundreds prospective jurors are expected to be called over period several days before panel is seated for highly anticipated trial former new england star 27 is charged with two counts murder for fatal drive by shootings and safiro in boston’s south end,2017_1515,api
10869,counterinaugural,on sunday writers resist as coalition was quickly named will host more than 90 “counterinaugural’’ events in cities around country while writers resist will probably be largest effort other poets and writers are planning demonstrations tied to jan 20 swearing in latest reflections how has ignited sense activism in nation’s literary community n“in times like this arts are thrown into relief ” says poet who is spearheading upcoming event at strand theatre in,2017_1004,white
10870,bradley,nhernandez is also charged with shooting in florida in february 2013 in failed effort to silence him about killings currently jailed for unrelated gun offense will testify for prosecutors under immunity deal prosecutor on wednesday aggressively pushed back against notion that predawn gun battle had taken at murder scene,2017_1205,white
10871,hernandez,tuesday is serving sentence for june 2013 fatal shooting odin,2017_1794,white
10872,bradley,in one most dramatic moments double murder trial former new england star tight end described july 16 2012 shootings and safiro relatives victims cried as they listened to testimony,2017_1794,white
10873,kimball,also has four grown children youngest whom is college freshman,2017_1366,white
10874,mcdaniels,state’s highest court will automatically review hernandez’s first degree murder conviction in that case at later date testimony in double murder trial resumes monday with hernandez’s older brother dj likely to take stand other potential trial include nfl wide receiver deonte and coaches and,2017_574,white
10875,shepard,prefers to at his cambridge home however though does dine out from time to time,2017_1366,white
10876,patriot,prosecutor friday that new england offensive coordinator “potentially” will be called as prosecution witness at upcoming double murder trial former tight end first assistant district attorney in court friday that could provide jurors at hernandez’s first degree murder trial with meaning cryptic tatoo former star athlete has on his body,2017_868,white
10877,alexander,moroccan earned jill for excellence,2017_1291,white
10878,locke,one potential reserve juror who was excused tuesday told judge that she was fan denver broncos,2017_799,white
10879,d,investigation will be overseen by district attorney,2017_69,api
10880,hernandez,prosecutors in double murder trial could rest their case against former new england star this week according to presiding judge court judge told jurors after testimony concluded wednesday that government which began putting on its case march 1 could rest “perhaps friday ” tit remains unclear whether defense will any after sidebar conference wednesday afternoon,2017_1377,white
10881,middleton,“it’s kind relief ” by phone minutes after police visited him in person to inform him doughty’s capture officials initially released few details but peabody’s police chief and mayor they were “anxious to assure public that is in custody ” in joint statement issued friday afternoon through district attorney’s office on meandering course from parking lot hailey’s restaurant and pub to when stopped at tremont street liquor store made his escape,2017_600,white
10882,hernandez,four more people were selected tuesday morning as jurors in double murder trial former new england star including retiree who was “looking for something to do” and another man with criminal record,2017_1441,white
10883,hernandez,but in symbolic that lawyers have shows judge’s disdain toward defendant ordered to start serving new sentence after without parole ends in double murder case prosecutors portrayed as wildly impulsive athlete who despite his fame and limitless potential was prone to rages over minor slights especially at clubs frequented,2017_90,white
10884,hernandez,that from where sat passenger appeared to be smaller than driver nprosecutors have driver suv was hernandez’s former friend and marijuana supplier who is currently serving prison time for unrelated gun offense is shorter than with stocky build is also charged with shooting in face in february 2013 in florida in effort to silence him about killings survived and will testify for prosecutors under immunity agreement had threatened to kill after february 2013 shooting and later sued him in federal court in florida according to legal filings and prosecutors settled his lawsuit with last year,2017_1447,white
10885,hernandez,“if had made any kind statement would have not been in that unit is 27th recorded suicide in state prisons since 2010 and second this year,2017_69,white
10886,st,event will run from 1 30 to 4 30 nlearn about solar eclipse on children 18 and under can receive junior booklets and badges hosted in part by national service and harbor,2017_870,white
10887,menino,still was match for and his political machine,2017_606,white
10888,lee,“it was for city as well ”also thursday lawyers on both sides clashed after prosecutor exercised peremptory challenge or removal prospective juror without cause one 16 such challenges afforded to both sides,2017_1019,white
10889,hernandez,that prompted defense attorney jose to ask him to look in eye and say whether could judge case fairly based on hernandez’s presumption innocence “absolutely ” man looking squarely at who was seated just couple feet away at conference table,2017_1441,white
10890,wigler,concerns reporter who wrote about hernandez’s tattoos for usa today in 2009 tthe district attorney’s office which is prosecuting had served new jersey prosecutors with interstate subpoena to compel to testify as government witness officials in determined that whiteside’s interview showed that his tattoos “told story his and like autobiography,2017_799,white
10891,abreu,told jurors was driving hernandez’s toyota 4runner when athlete reached across him and fatally shot and as they sat in bmw at stop,2017_781,hispanic
10892,haggan,county prosecutor held silver 38 caliber revolver for multiple enforcement to identify while they testified in court,2017_1704,white
10893,hernandez,“i will forward to attorneys ” texted back to according to court filing “those are laughable claims,2017_487,white
10894,monan,father his heroics on gridiron in 1984 interview,2017_748,white
10895,pouncey,but whatever does that mean ”the prosecutors also want to admit transcript jailhouse between and his former teammate at university florida who now plays in nfl during that april 2015 told that planned to get tattoo that “beware hesitations,2017_1284,white
10896,hernandez,also shot him in face inside vehicle in riviera beach fla and pushed him out car with help from another man leaving him for dead in parking lot,2017_1384,white
10897,monroig,at hyssop christian in reached out to mayor on social media and through his reelection campaign mail to find out if city is organizing drive and to draw attention to donation drive at his,2017_581,white
10898,hernandez,“no ” she answered did she learn that safiro had argued with anyone else that night besides,2017_639,white
10899,hernandez,at 4 tuesday will hold hearing on defense motion to gain access to one dvr players at cure theater district nightclub where authorities say first encountered victims nsuffolk district attorney conley’s office alleges that innocently bumped into at club causing him to spill some his drink and setting former professional athlete into rage that triggered killings is already serving without parole sentence for june 2013 slaying odin 27,2017_732,white
10900,ormsby,nsouth end activists praised ortega’s selection saying it embraced history and energy neighborhood,2017_1438,white
10901,hernandez,was allegedly with at time double murder and is expected to testify as prosecution witness for district attorney conley’s office,2017_1515,white
10902,lukian,it’s based on owner lukian’s recipe and is perhaps unsurprisingly homiest item here nin addition to lithuanian makes italian japanese and himalayan dumplings,2017_1582,white
10903,boyle,‘it’s happening here in ”officers garrett and were officers involved in shooting according to police spokesman,2017_1543,white
10904,sullivan,suggested that used combination bribes and fear to convince to lie for him,2017_90,white
10905,card,manager typically oversees recipe development process determined by editorial director and recipe editor,2017_1366,white
10906,hernandez,also shot him in face inside vehicle in riviera beach fla and left him for dead in parking lot,2017_781,white
10907,j,sculptor near atlantic,2017_631,api
10908,cluckit,it was previously estelle’s and short lived which lasted just three months and,2017_1663,white
10909,bradley,even thought police were tracking him from sky by helicopter jose lawyer for attacked bradley’s credibility during withering cross examination derided as “a killer” nicknamed rock for his habit “rock ing people to sleep ”,2017_90,white
10910,hernandez,defense lawyers have also suggested someone else shot over another drug deal currently jailed in connecticut for unrelated nightclub shooting testified for prosecutors last week under immunity deal and watched fire five shots into victims’ bmw,2017_382,white
10911,bradley,on friday jose lawyer for asked if knew was big time drug trafficker,2017_382,white
10912,locke,when judge asked woman if she felt her proximity to crime scene might affect her judgment,2017_565,white
10913,kirby,“i was hoping it would change ” employee who asked to remain anonymous out fear retaliation “it really hasn’t ” walking back to his car after movie at cinema man felt someone grab his forearm from behind alleged assailant 36 year old chad then struck him in with blunt end knife and stabbed him in forehead according to police report on feb 14 attack has paranoid schizophrenia according to his mother who asked not to be identified,2017_593,white
10914,yancey,noted that city nonetheless has managed to erect other memorials notably one to celtic tribute to sports star and activist unveiled few years ago by city,2017_822,white
10915,saavedra,rodrigo bounced toward with his brother and another protester in 1998 toyota 4runner after 6,2017_482,hispanic
10916,hernandez,on monday chuckled on witness stand when recounted calls placed to from his bed,2017_1794,white
10917,silber,nfather monan’s tenure almost exactly coincided with silber’s at university,2017_748,white
10918,freire,” stared toward when stepped down from witness stand wednesday,2017_1205,hispanic
10919,bradley,and noted initially claimed tossed murder weapon from 4runner as they fled crime scene while authorities they recovered gun from woman with links to nearly year later not even corroborating testimony from brooke mother bradley’s could convince jurors that killed and told jurors that and arrived at her hartford apartment about two hours after killings,2017_90,white
10920,weinberg,” she “they don’t talk about what’s going on with their tomato garden ”martin prominent defense lawyer testimony bradley’s ex girlfriend brooke who told jurors that implicated in three shootings in conversations with her will be key factor in deliberations “witnesses like are rarely believed making credibility and believability pivotal to overall likely jury judgment bradley’s accusations ” wrote in mail,2017_574,white
10921,furtado,has been known about victims and safiro relatives have stayed largely out headlines since deaths men from cape who members spent most nights cleaning offices some relatives who take in trial each are facing glare news cameras and curious public for first time,2017_639,hispanic
10922,boyd,fell through cracks ” boyd’s sister who lives in framingham,2017_593,white
10923,brown,whose mentally son was fatally shot by police after october altercation with two emergency medical technicians in south end brown’s son was shot to death by mo police officer in 2014 sparking protests and national debate about race and policing traveled to to join at news conference called by action against police brutality to demand answers and justice in fatal police shooting terrence,2017_1543,white
10924,bradley,“that is bedrock principle ” before adjourning court by telling jury to “go away ”several jurors laughed heartily at that comment before they were led out 27 has pleaded not guilty to charges killing and safiro in drive by shooting in boston’s south end in early morning hours july 16 2012 nhe has also pleaded not guilty to witness intimidation charge for allegedly shooting his former friend and marijuana supplier in february 2013 in effort to silence him about killings is already serving sentence for june 2013 fatal shooting odin 27 year old man who was dating sister hernandez’s fiancee,2017_1377,white
10925,mcnichols,runs bakerbaker bakery that’s her passion and full time job,2017_222,white
10926,abelow,according to one his attorneys lauren without medication she his condition deteriorates swiftly “maybe if we had better services wouldn’t be where is ” arnold lawyer for in court where faces assault and civil rights charges,2017_1575,white
10927,lee,directed “the equalizer 2” arrested who was wielding knife on thursday,2017_554,white
10928,jackson,”jackson contends has three year start,2017_606,white
10929,l,defense claims admitted drug dealer currently jailed in connecticut for shooting hartford club in 2014 shot and over drug deal and that someone else shot over another botched drug sale is already serving sentence for june 2013 fatal shooting odin 27 year old man who was dating sister hernandez’s fiancee at time his death state’s highest court will automatically review hernandez’s first degree murder conviction in case at later date deliberations in double murder trial are scheduled to resume tuesday morning,2017_781,api
10930,lee,thursday arrested knife wielding man suspected larceny and carjacking police in statement victor 52 is due to be arraigned in municipal court on multiple charges including carjacking according to statement tlee allegedly stole woman’s purse from inside store in area shawmut and union street officers were “flagged down by witness who was pointing towards male suspect ” statement,2017_1474,white
10931,jackson,sometimes you need help from familiar friend in city council race for district education advocate got boost this week from man who held that post for more than decade tchuck who represented and south end from 1999 to 2010 gave his blessing this week district is currently being represented by councilor who is running for mayor,2017_1349,white
10932,baez,” asked “i just like to think everything ” man “why would presume him guilty,2017_565,white
10933,boyd,had also openly threatened to lie down in street and kill himself state report shows boyd’s sister and father both wonder though they never know if made good on threat early on that summer morning,2017_1575,white
10934,flaherty,“you’ve got to stay in mix,2017_606,white
10935,yountz,that was something will never forget ” “those court clerks who came court officers marshals they left their families their houses to open courthouse doors for rule to prevail ” and ruled at 1 51,2017_482,white
10936,furtado,neusa wednesday in court testifying on first trial man prosecutors say killed her brother and in drive by shooting in early morning hours july 16 2012 in boston’s south end,2017_342,hispanic
10937,freire,to during re direct examination,2017_1205,hispanic
10938,kenney,smiled and waved as held her once took his seat at defense table and one his lawyers linda baden turned around to face toddler again smiling and waving county prosecutors also turned and wore bemused expressions as courtroom reunion played out and girl sat directly behind families and safiro,2017_1398,white
10939,yawkey,stop and medical named for former red owner for example,2017_631,white
10940,smith,could feel gravel whirring in water piling on top them,2017_946,white
10941,hewitt,but after about 10 or 12 years his uncle plant downsized and was let go,2017_946,white
10942,walsh,but walsh’s public stance against president’s threats to cut federal funding to and other so called sanctuary cities has exposed potential vulnerabilities for,2017_606,white
10943,andreassian,it was there that bumped into,2017_222,white
10944,rosado,damris 36 mother three from priests are supposed to be married to,2017_1457,hispanic
10945,sprague,” in prepared statement “i can tell you that in addition to our proactive efforts to minimize risk we also carefully review incidents to determine what we have been able to differently and to learn for future ”,2017_593,white
10946,smith,smith’s service was forgotten upon his return home since his death in 1943 has been buried at mt cemetery in in grave that offers indication his valor sometime in next few is poised to receive hero’s celebration that eluded him in,2017_502,white
10947,hernandez,jurors in double murder trial former new england star will begin their fourth deliberations on wednesday morning 27 has pleaded not guilty to killing and safiro in drive by shooting in boston’s south end in early morning hours july 16 2012 has also pleaded not guilty to witness intimidation charge for allegedly shooting his former friend and marijuana supplier in february 2013 in florida in effort to silence him about killings court judge told jurors on tuesday that prosecutors must prove that shot in order for him to be convicted on intimidation charge jury cannot consider whether someone else shot at hernandez’s request,2017_1048,white
10948,patriot,former is already serving sentence for june 2013 fatal shooting odin was also listed as potential witness in that 2015 trial,2017_1284,white
10949,bradley,following night and and two other men visited miami area strip club and on home argued about going back to retrieve bradley’s cellphone refused testified that fell asleep in back seat and later awoke in warehouse area to find “mr pointing gun in face ”,2017_1794,white
10950,kimball,sure there are still same unfussy exacting recipes but flavors have changed prides himself on presenting recipes that are simple to follow made with ingredients that tentative can easily find with much being made about cultural appropriation food and who is authorized to what cuisine these days bites back “we think recipes as belonging to people and outsiders are interlopers,2017_1366,white
10951,anthony,it’s nice to meet you ” high profile lawyer who won acquittal for in florida murder case that garnered national headlines,2017_1013,white
10952,coleman,has she called 911 for help after her son had been sitting on stoop for nearly two days terrence suffered from paranoia and schizophrenia according to police report boston’s emergency medical services that terrence had threatened two emergency medical technicians with steak knife while ranting nonsensically before officers opened fire in hallway outside his mother’s south end apartment police commissioner previously that officers had to “meet deadly with deadly,2017_1543,white
10953,walker,“it’s safe haven you know,2017_1291,white
10954,m,person springfield attorney assigned by court to handle hernandez’s appeal his conviction for lloyd’s murder was “shocked and saddened’’ by his client’s death,2017_69,api
10955,dein,pleaded agreed,2017_482,white
10956,l,but scientologists say they’re in bind they want to sell but can’t find affordable in to relocate their local headquarters tthe religious group founded in 1950s by ron hubbard in december that it would put dilapidated hotel on market,2017_3,api
10957,hall,in 2005 concluded $51 million fund raiser by opening 63 000 foot space that features student common area science and cafeteria cadigan 28 000 foot space dedicated to music and arts opened in 2013 after $12 million gift $2 million baseball which shares with followed in 2016,2017_521,white
10958,locke,”locke asked if man was suggesting about,2017_1284,white
10959,furtado,so when asked his sister whether could borrow her car for night on town with and other friends she was happy to oblige as as returned vehicle by morning,2017_342,hispanic
10960,doughty,64 year old grandfather whom allegedly abducted at knifepoint in metz’s 2006 honda accord outside restaurant wednesday evening was reassured to know was in custody,2017_600,white
10961,boricuas,city plans to “stay in close communication with officials from puerto rico to determine how we can assist them as they transition from search and rescue effort to next phase recovery ” according to statement from city coordinating growing number donation events and crowdfunding campaigns sprouting in area will be focus meeting tuesday at 4 30 at villa victoria for arts organized by inquilinos acción nonprofit community development corporation that provides services to villa victoria heavily puerto rican housing development in boston’s south end,2017_581,hispanic
10962,furtado,“of course it’s brother ” furtado’s sister through tears as she spoke through portuguese interpreter other members wept when photographs both men appeared on large courtroom monitors 27,2017_342,hispanic
10963,lee,police advanced toward police with large knife in his hand before opening passenger side door stopped motor vehicle and climbing inside it according to police officers started to encircle vehicle threw knife out window which narrowly missed striking officer,2017_554,white
10964,dorchester,that former employee hermosa ink in hermosa calif where got tattoos will “testify generally about how tattoos are created and characteristics new tattoo ” as well as ones requested another expert witness from police department’s latent print unit will testify that toyota 4runner was traveling in when allegedly shot and “appeared to have been thoroughly cleaned and ‘wiped down’ ” when investigators examined suv is serving sentence for 2013 slaying odin 27 is appealing his conviction in that case,2017_1471,white
10965,long,“you’re free to be yourself here and grow in so many ways ”the first floor space will need significant renovation after decades as bawdy haven for renaissance meals more than words has launched $5 million fund raising campaign and liberty mutual has already donated more than $1 million after its chief executive visited facility,2017_17,white
10966,walsh,“if you send to these organizations they can turn it around and invest it in communities that are desperately trying to get back on their feet ” walsh’s office city officials have met to discuss how can help puerto rico,2017_581,white
10967,j,convicted killer and former new england star was found hanged inside his cell at state’s maximum security prison in early wednesday dead apparent suicide five days after was acquitted two additional murders,2017_69,api
10968,montgomery,name her character is,2017_779,white
10969,riordan,milo yiannopoulos writer and supporter who was recently banned by for leading online harassment campaign against comic actress leslie earned book contract from imprint with reported advance $250 000 news deal sparked among some members literary community for boycott publisher last week rick author popular “percy and olympians” books for middle grade readers,2017_1004,white
10970,haggan,some in jury pool responded with muffled greeting “good morning ”the prosecution team members led by first assistant district attorney were also present and introduced themselves to jury pool court officers then handed out written questionnaires for potential jurors to complete while judge began hearing hardship claims from people seeking dismissals prosecutors and defense lawyers on friday will begin individual questioning jurors who advance past initial round screening trial is expected to last to with tentative start date march 1 27,2017_1013,white
10971,hernandez,drove vehicle was riding in during deadly shootings in,2017_574,white
10972,furtado,27 is charged with two counts murder for allegedly killing and safiro in drive by shooting in boston’s south end in july 2012,2017_868,hispanic
10973,winfrey,she found letters to oprah stacks $500 bills in monopoly money,2017_1575,white
10974,long,“you’re free to be yourself here and grow in so many ways ”the first floor space will need significant renovation after decades as bawdy haven for renaissance meals more than words has launched $5 million fund raising campaign and liberty mutual has already donated more than $1 million after its chief executive visited facility,2017_696,white
10975,baez,high profile attorney based in florida conceded in his opening remarks that defense will “put on trial,2017_342,white
10976,hernandez,is already serving sentence for june 2013 fatal shooting odin 27,2017_1042,white
10977,hernandez,another man remarked on size hernandez’s shoulder blades and hands when former tight end was led past him after brief recess 6 foot 1 inch weighed in at 245 pounds during his playing days but has shed some his bulk in prison,2017_721,white
10978,baker,and will serve as honorary cochairs while vanessa chief executive south end based nonprofit inquilinos acción will chair fund advisory committee,2017_456,white
10979,yountz,she and sat on bench with what was left their fliers,2017_482,white
10980,baldino,it’s,2017_1366,white
10981,de,jurors in hernandez’s upcoming double murder trial can view text messages former new england tight end exchanged with onetime friend after allegedly shooting friend in florida in 2013 judge ruled wednesday 16 ruling from court judge was victory for prosecutors who allege fatally shot and safiro in boston’s south end in july 2012 and then shot in south florida following february in failed effort to silence him about killings,2017_487,api
10982,coretta,was at twelfth baptist in 2008 when mayor promised with king’s oldest son at his side to “build statue to and right here in our city ”,2017_1076,white
10983,brannock,”amie local actress who has been involved with “finish line” since beginning through early scripts and workshop productions nplays role preschool teacher from maryland who was at finish line to cheer on her mother spent more than seven in and had to have one her legs amputated actress is looking forward to meeting her at one performances,2017_601,white
10984,patriots,prosecutors contend tattoos amount to admission guilt assertion defense lawyers have ridiculed throughout trial scored touchdown in patriots’ losing effort at super bowl xlvi against new giants prosecutors rest their case friday after jurors hear findings from state medical examiner’s office autopsies conducted on shooting victims,2017_382,white
10985,hernandez,as did with first group prospective jurors tuesday judge on wednesday explained allegations against stressed that is presumed innocent unless prosecutors can prove charges beyond reasonable doubt and ordered jury pool to avoid outside media coverage and discussion about case nlocke placed particular emphasis on web searches,2017_721,white
10986,lloyd,person springfield attorney assigned by court to handle hernandez’s appeal his conviction for lloyd’s murder was “shocked and saddened’’ by his client’s death,2017_69,white
10987,walsh,chants 800 to 1 000 protesters quieted as woman handed red megaphone,2017_482,white
10988,hernandez,college professor that while has liabilities including his criminal record and “obvious incentive to testify” for prosecutors since was with during killings there are also “reasons to believe him ”hernandez former new england star has pleaded not guilty to charges fatally shooting and safiro in boston’s south end on july 16 2012,2017_574,white
10989,bradley,has also pleaded not guilty to witness intimidation charge for allegedly shooting his former friend and marijuana supplier in february 2013 in florida in effort to silence him about killings told jurors on tuesday morning that to convict on intimidation charge prosecutors must prove that shot since government offered evidence that another person riding in suv with two men pulled trigger at hernandez’s request was responding to question jurors submitted monday afternoon asking if can “be found guilty if we find indirectly willfully threatened or caused physical injury to ” nthat question followed earlier inquiry from jurors on friday regarding immunized jury had asked “if immunized witness provides specific testimony that we believe would give enough evidence for conviction we have to have corroborating evidence for that specific piece testimony ”locke told jurors that defendant cannot be convicted solely on word immunized witness and that additional evidence must corroborate at least one element charged offense told jurors was driving hernandez’s toyota 4runner when athlete reached across him and fatally shot and as they sat in bmw at stop,2017_1384,white
10990,frangieh,“in some community has come together to tell this story about community ”lisa who created play with teaches theater at bridgewater state university,2017_779,white
10991,hernandez,terri replied “well not bad,2017_1284,white
10992,logan,at around 30 called matthew legal director civil liberties union had been among several lawyers offering representation at but had left to work on possible court papers,2017_482,white
10993,tootkaboni,as and waited deep inside airport and set out for court,2017_482,api
10994,douglass,frederick once implored americans to challenge their ingrained racism and understand that people deserved freedom and right to this nation they built their own,2017_1084,white
10995,rosado,” “people are anxious to help they’re ready to get to work,2017_581,hispanic
10996,sullivan,”sullivan did not argue that woman shouldn’t have been selected rather,2017_781,white
10997,hernandez,their civil claim was potentially affected when judge who presided over criminal trial in case vacated hernandez’s first degree murder conviction after his suicide since had not yet exhausted his appeals nprosecutors are appealing that ruling to state’s highest court,2017_411,white
10998,pujols,”castillo has been involved with department mental since at least 2010 according to records which not detail his diagnosis or specific treatment plan,2017_593,white
10999,m,hopes councilor recalled his struggles as last political underdog in who tried to topple sitting mayor in 2009 had name recognition and more than $2 million in campaign funds,2017_606,api
11000,hernandez,27 is charged with two counts murder for allegedly killing and safiro in drive by shooting in boston’s south end in july 2012,2017_868,white
11001,hernandez,both lawyers have they believed acquittal meant that was moving toward being reunited with his sole barrier being his conviction for murdering which was to be automatically reviewed by state’s highest court on tuesday tweeted link to espn story in which expressed confidence that would successfully overturn hernandez’s bristol county court conviction,2017_69,white
11002,furtado,27 has also greeted possible jurors by saying “good morning ” each his legal team and prosecutors have done same once promising athlete has pleaded not guilty to two counts murder for drive by shootings and safiro in boston’s south end in early morning hours july 16 2012,2017_1042,hispanic
11003,jackson,city councilor partnership’s and several others,2017_456,white
11004,boyd,“there was evidence inattention to duty or failure to properly perform duty by any bchs caregiver in connection with this incident ” according to investigation report obtained by ware’s relatives did not allow cove further contact with him after his hospitalization and subsequent transfer to rehab report says attempts to speak with ware’s were unsuccessful president and ceo cove which runs separate programs that and were sent to declined to comment on individual cases citing privacy restrictions,2017_1575,white
11005,rev,that year became chancellor position created expressly for him father monan’s presidency was easily most significant since that gasson who oversaw school’s in 1913 from south end to chestnut,2017_748,white
11006,strayed,but when she asked her friend author selling memoir “wild” to participate,2017_1004,white
11007,sanford,while is at work in,2017_222,white
11008,francis,older catholics too were glad is apparently rethinking strict rules around priests and marriage wakefield teacher ccd confraternity christian doctrine classes for 43 years who attended at patrick’s with his wife and grandchildren,2017_1457,white
11009,williams,that’s what radiates from when talks about food,2017_1663,white
11010,lewis,representative georgia democrat and civil rights icon unveiled plaque commemorating four slaves who had been owned by harvard presidents university also agreed to redesign harvard which was modeled on crest 18th century,2017_1300,white
11011,hernandez,that’s where opened fire from passenger seat but not before got to look his after twice shouting “yo” at bmw,2017_342,white
11012,haggan,regular on club scene had taken to carrying gun because felt “tried” and “tested” by people who slighted him at night spots sometimes after team losses during season nand on night july 15 2012 turned his sights on after former cape verdean police officer mistakenly bumped into him at cure nightclub causing to spill his drink,2017_342,white
11013,jackson,undeterred by pundits counting him out 41 year old,2017_606,white
11014,solas,sonia was homeless with daughter when she entered college in july 2014 they were living in shelter in danvers and she would drive hour to to attend classes,2017_1291,hispanic
11015,goldstein,tweeted monday,2017_1718,white
11016,leo,neither does and leo’s “pizza has moisture and steam coming off it ” and leo’s “and if you put it in box for any length time it’s not going to be as good as hot out oven ”,2017_872,api
